offset,baixa,média,alta,control_level
180,0.0002890210147300488,0.046769893167064834,0.12510251718284512,-0.01266957313155949
181,-5.519306598155641e-05,0.04060279770714632,0.09142464786853527,-0.01266957313155949
182,0.003935005807201976,0.04936140604458957,0.121733654530542,-0.01266957313155949
183,-0.0022895504854924926,0.041079220266938624,0.09112866218091328,-0.01266957313155949
184,0.0003902936425449019,0.04823113104456863,0.12348871793742036,-0.01266957313155949
185,-0.00048424060449932564,0.04101829351951855,0.08911278198679218,-0.01266957313155949
186,0.004423691838158252,0.04949911678543885,0.1231378730574218,-0.01266957313155949
187,-0.0021282217094143723,0.04315555928369378,0.08989442639318798,-0.01266957313155949
188,0.0009296386995920336,0.04887423915929961,0.12399936745979137,-0.01266957313155949
189,-0.00276137748382832,0.043715925029711424,0.08796605956793169,-0.01266957313155949
190,0.0047079658453606605,0.05057685049217267,0.1236773726318206,-0.01266957313155949
191,-0.0003241031540949117,0.0457425048066272,0.0897222163952429,-0.01266957313155949
192,0.0018493312586550577,0.05141244515007308,0.1258058301584617,-0.01266957313155949
